similarity,label
0.35884973,1
0.52643830,1
0.31812018,1
0.45020264,1
0.35061814,1
0.19326753,1
0.51874658,1
0.45244081,1
0.20879389,1
0.34413192,1
0.45531150,1
0.33084479,1
0.42756416,1
0.33260840,1
0.11891440,1
0.40109732,1
0.24736123,1
0.32713607,1
0.31714684,1
0.30976611,1
0.25289242,1
0.21759056,1
0.41900885,1
0.37234824,1
0.23838185,1
0.30549636,1
0.24356899,1
0.19702857,1
0.53468742,1
0.40513362,1
0.44871793,1
0.53877011,1
0.25960770,1
0.32402834,1
0.42069493,1
0.38557356,1
0.23601389,1
0.16455320,1
0.39927581,1
0.27692890,1
0.38173238,1
0.34039421,1
0.40293015,1
0.37380359,1
0.30997874,1
0.47334216,1
0.52138288,1
0.36116049,1
0.47026183,1
0.35010948,1
0.29351245,1
0.50711441,1
0.28801886,1
0.42377094,1
0.48412919,1
0.30176589,1
0.27025548,1
0.34912942,1
0.32577756,1
0.41520352,1
0.28843185,1
0.28705517,1
0.45162852,1
0.29732959,1
0.28452060,1
0.32951721,1
0.06195390,1
0.19227227,1
0.31845537,1
0.15177081,1
0.20708007,1
0.39562193,1
0.12897739,1
0.37121430,1
0.29198839,1
0.36262055,1
0.10368365,1
0.30798984,1
0.42587470,1
0.44462808,1
0.37003147,1
0.39903352,1
0.38059898,1
0.32183660,1
0.22239062,1
0.36726593,1
0.38002107,1
0.31195902,1
0.30889161,1
0.24993340,1
0.35423014,1
0.36646979,1
0.27589794,1
0.25714381,1
0.27526118,1
0.41404265,1
0.41322152,1
0.31991737,1
0.37357906,1
0.12613858,1
0.33270731,1
0.32255522,1
0.25797617,1
0.35800776,1
0.40515905,1
0.30201997,1
0.35994445,1
0.29448317,1
0.29682515,1
0.37362776,1
0.54632410,1
0.37086575,1
0.35372817,1
0.44892816,1
0.27776744,1
0.16406117,1
0.28418427,1
0.30211979,1
0.38496026,1
0.26397122,1
0.25456825,1
0.41751260,1
0.43422691,1
0.37908932,1
0.56002596,1
0.35822750,1
0.44523277,1
0.44077916,1
0.15236371,1
0.28293497,1
0.31811291,1
0.27799911,1
0.31967084,1
0.16154479,1
0.08452122,1
0.21078748,1
0.17949894,1
0.25343215,1
0.29229263,1
0.39601836,1
0.41012317,1
0.44645862,1
0.14241555,1
0.30242285,1
0.30001041,1
0.28815388,1
0.35213887,1
0.29326426,1
0.39129471,1
0.31185585,1
0.20339683,1
0.23695866,1
0.23360115,1
0.32651619,1
0.48992392,1
0.25062983,1
0.32526075,1
0.28129629,1
0.18578928,1
0.19698408,1
0.24952407,1
0.37633539,1
0.27889196,1
0.01160762,1
0.24390864,1
0.25454291,1
0.29747986,1
0.10487995,1
0.21977499,1
0.19923008,1
0.12204493,1
0.33077916,1
0.06999484,1
0.20049558,1
0.32731144,1
0.09058831,1
0.50787079,1
0.36948447,1
0.15102817,1
0.37276868,1
0.33637386,1
0.39763339,1
0.13205942,1
0.43420483,1
0.21724864,1
0.18518775,1
0.27685271,1
0.10757244,1
0.47074894,1
0.58928287,1
0.36563557,1
0.40039932,1
0.18890088,1
0.18795516,1
0.28423702,1
0.35502609,1
0.27551708,1
0.18949576,1
0.35547493,1
0.44649480,1
0.25626398,1
0.42907886,1
0.38269972,1
0.44654309,1
0.50280342,1
0.42637660,1
0.37678000,1
0.30683501,1
0.33892903,1
0.31937428,1
0.29079745,1
0.25502839,1
0.28432878,1
0.26381206,1
0.21772397,1
0.34641085,1
